40.000038	18.799999	2.600168
60.000086	30.360001	2.533169
79.999941	27.410000	1.932854
90.000056	47.740002	1.796974
109.999994	24.020000	2.084800
130.000094	61.160000	1.274419
150.000122	52.310001	1.611956
170.000132	61.270000	1.189060
180.000146	53.849998	1.622197
210.000076	65.349998	1.069198
220.000090	62.820000	1.065944
250.000022	63.349998	1.157925
269.999997	70.379997	0.855286
279.999953	60.029999	1.388448
310.000035	62.840000	1.240674
320.000049	72.519997	0.872438
340.000040	73.400002	0.866875
360.000068	78.139999	0.595217
370.000081	67.029999	0.972684
400.000013	71.250000	0.959864
419.999989	76.830002	0.615750
430.000003	80.650002	0.653018
459.999934	80.870003	0.548218
469.999948	81.660004	0.534866
480.000075	79.449997	0.550853
509.999986	78.120003	0.573648
530.000085	82.510002	0.483302
540.000162	89.029999	0.347243
550.000176	90.820000	0.308070
570.000203	74.769997	0.681968
590.000231	82.709999	0.508423
610.000259	69.680000	0.838442
630.000167	83.160004	0.494210
640.000181	88.459999	0.362013
660.000259	77.570000	0.645603
680.000287	84.150002	0.422440
700.000191	81.059998	0.534989
720.000325	84.820000	0.408891
740.000353	87.080002	0.364214
750.000367	80.550003	0.608329
770.000215	90.779999	0.283369
800.000266	91.629997	0.271540
810.000453	91.599998	0.266867
840.000239	84.839996	0.396314
850.000491	92.839996	0.241206
870.000170	83.370003	0.442583
890.000198	92.760002	0.231849
910.000226	88.680000	0.327938
930.000254	89.230003	0.320984
950.000264	89.660004	0.299900
960.000278	88.610001	0.294177
980.000196	94.370003	0.206271
1000.000278	93.290001	0.210074
1020.000364	84.139999	0.417131
1040.000320	89.169998	0.321046
1060.000137	92.559998	0.236547
1080.000165	92.470001	0.240244
1090.000178	92.870003	0.211462
1120.000110	85.919998	0.370426
1140.000078	92.550003	0.229097
1150.000188	93.150002	0.214953
1170.000216	87.419998	0.336448
1180.000247	92.870003	0.214139
1220.000019	93.269997	0.208266
1230.000033	93.389999	0.199662
1240.000047	85.379997	0.396235
1270.000071	91.379997	0.254658
1290.000099	91.449997	0.246684
1300.000113	95.139999	0.159769
1310.000127	95.309998	0.150863
1330.000154	86.260002	0.359372
1350.000182	91.830002	0.255771
1370.000210	89.680000	0.290966
1390.000181	93.339996	0.207788
1400.000142	94.529999	0.175899
1430.000073	87.339996	0.342111
1450.000049	94.169998	0.189842
1460.000063	88.379997	0.303275
1489.999994	93.879997	0.192382
1500.000008	94.589996	0.177918
1520.000073	93.660004	0.192347
1540.000046	93.430000	0.186550
1550.000060	89.230003	0.294808
1579.999992	93.570000	0.190078
1599.999967	95.010002	0.158296
1609.999923	91.059998	0.240309
1639.999855	85.629997	0.384003
1659.999883	93.129997	0.213234
1669.999991	95.879997	0.131035
1699.999921	95.820000	0.129001
1710.000006	91.180000	0.229827
1739.999937	88.239998	0.310714
1749.999951	92.019997	0.203756
1760.000007	95.169998	0.151794
1789.999989	94.489998	0.168166
1810.000088	94.809998	0.169654
1820.000102	91.059998	0.240018
1830.000116	93.680000	0.175090
1859.999995	93.989998	0.183951
1880.000188	94.769997	0.153596
1900.000216	93.070000	0.208061
1910.000230	94.589996	0.163627
1920.000244	95.739998	0.133500
1940.000275	91.680000	0.223865
