29.999942		18.490000		2.669434		15.522499
49.999962		20.309999		3.125913		31.007113
59.999896		18.830000		3.485267		46.557539
69.999983		20.280001		2.793497		61.893538
79.999924		20.600000		2.098391		77.289376
89.999931		22.870001		2.052018		92.860745
99.999864		22.570000		2.864888		108.889891
109.999979		22.559999		2.358633		124.718572
119.999913		21.480000		3.138251		140.568701
139.999933		22.190001		2.409328		156.307623
149.999867		24.000000		3.119921		172.147275
159.999849		31.240000		1.885372		187.904148
169.999782		24.920000		2.641766		203.601182
179.999861		25.490000		2.116542		219.363043
189.999940		26.590000		2.903791		235.348305
209.999803		26.190001		2.175932		251.246800
219.999737		27.809999		1.951928		266.974259
229.999927		30.559999		1.848098		282.860785
239.999757		27.540001		2.814955		298.750304
259.999777		28.629999		2.060075		314.568016
269.999723		29.260000		1.909634		330.374756
279.999798		32.400002		1.795060		346.175512
289.999732		27.270000		2.694200		362.018157
299.999818		28.730000		3.139599		377.725180
319.999677		35.410000		1.722657		393.551868
329.999643		39.130001		1.672522		409.500230
339.999576		29.030001		2.566267		425.420665
349.999510		30.690001		1.931843		441.212445
369.999518		28.990000		2.748749		457.138865
379.999649		30.330000		1.958438		473.011429
389.999583		35.279999		1.772198		488.778277
399.999516		36.099998		1.737484		504.563075
409.999603		28.700001		2.633581		520.454588
419.999722		33.279999		1.847247		536.216448
429.999623		37.889999		1.694584		551.856635
449.999644		38.389999		1.675452		567.585582
459.999686		28.570000		2.603640		583.129027
469.999594		39.110001		1.644751		598.637563
489.999628		31.290001		2.280821		613.978549
509.999564		36.160000		1.691267		629.260265
509.999769		29.840000		2.319182		644.573325
519.999662		36.470001		1.741077		659.891371
539.999673		39.770000		1.649208		675.191466
549.999842		31.350000		2.513572		690.620724
559.999776		37.270000		1.783564		705.925805
569.999709		39.840000		1.663566		721.309676
579.999796		32.290001		2.534360		736.658641
589.999915		34.240002		1.869908		752.253946
609.999738		31.700001		2.651249		767.607897
619.999672		38.660000		1.636133		782.832195
629.999629		45.590000		1.514110		798.106357
639.999563		31.980000		2.390969		813.462304
649.999706		38.230000		1.759029		828.924963
669.999839		42.779999		1.598995		844.459431
679.999712		31.650000		2.515772		859.922092
689.999750		44.220001		1.531421		875.451573
709.999654		32.869999		2.224531		891.001001
719.999785		41.060001		1.652187		906.528487
729.999796		33.000000		2.503157		922.029046
739.999729		38.360001		1.807378		937.555547
749.999763		36.959999		1.688464		953.211689
759.999828		48.779999		1.447058		968.794030
769.999762		34.009998		2.292962		984.418258
779.999879		31.950001		2.837458		1000.063431
799.999899		31.840000		3.075571		1015.951952
809.999835		35.680000		1.932669		1031.779635
819.999920		41.990002		1.582628		1047.671149
829.999841		32.509998		1.836676		1063.420043
829.999962		45.990002		1.512088		1079.296597
849.999907		34.520000		2.262659		1095.154201
869.999754		38.930000		1.735664		1111.056199
880.000045		33.799999		2.553942		1126.970651
899.999696		32.099998		2.939602		1142.937962
909.999630		37.990002		1.866219		1158.773625
919.999772		39.470001		1.666140		1174.682095
929.999650		50.310001		1.395385		1190.578593
930.000128		48.369999		1.436096		1206.288592
949.999671		34.020000		2.326446		1222.131743
969.999691		34.410000		2.781648		1238.078110
980.000212		37.849998		1.800359		1253.872882
990.000048		43.490002		1.566009		1269.615793
999.999696		48.360001		1.444325		1285.518277
1010.000069		49.040001		1.427910		1301.347952
1029.999638		48.830002		1.414091		1317.036008
1030.000295		33.689999		2.357248		1332.797868
1050.000290		48.139999		1.435323		1348.626057
1060.000224		37.070000		2.057170		1364.311122
1079.999620		44.540001		1.542519		1380.040070
1089.999554		35.259998		2.392910		1395.739100
1099.999999		43.560001		1.592254		1411.318447
1110.000210		47.840000		1.442535		1426.973592
1120.000368		49.549999		1.399747		1442.339510
1130.000230		51.299999		1.349732		1457.736348
1150.000251		35.400002		2.243604		1472.997549
1160.000184		42.799999		1.595802		1488.162006
1170.000130		48.349998		1.426213		1503.246677
1189.999930		51.970001		1.337363		1518.297439
1199.999863		51.250000		1.357249		1533.319276
1209.999950		36.209999		2.284555		1548.469771
1229.999805		30.770000		2.863075		1563.669134
1230.000170		52.130001		1.355986		1578.880474
1250.000191		55.450001		1.276160		1594.090808
1260.000125		36.660000		2.156538		1609.308123
1270.000058		44.900002		1.556098		1624.393791
1279.999992		51.139999		1.362816		1639.613103
1290.000090		52.410000		1.331818		1654.853357
1310.000131		36.990002		2.274244		1670.163424
1320.000065		34.590000		2.712747		1685.563253
1330.000115		53.049999		1.317704		1700.932930
1340.000137		56.180000		1.248607		1716.202108
1350.000070		51.779999		1.332711		1731.386513
1360.000157		37.840000		2.195470		1746.631754
1370.000148		48.959999		1.446400		1761.883970
1380.000177		36.180000		2.324396		1777.256871
1400.000230		35.160000		2.711406		1792.570928
1410.000119		54.939999		1.277690		1807.936859
1420.000231		55.910000		1.247214		1823.268857
1430.000165		55.750000		1.250991		1838.673671
1440.000302		38.540001		2.126261		1853.898966
1460.000078		46.189999		1.503829		1869.248928
1470.000244		51.349998		1.366371		1884.555006
1480.000178		38.020000		2.207487		1899.962816
1490.000112		47.009998		1.504056		1915.820421
1500.000186		52.630001		1.342058		1931.679023
1530.000105		55.240002		1.265782		1947.816879
1530.000184		53.779999		1.301843		1963.724349
1550.000009		54.459999		1.277668		1979.573974
1560.000126		38.270000		2.161011		1995.477456
1570.000257		46.939999		1.522817		2011.432798
1580.000191		53.230000		1.320755		2027.270456
1590.000124		54.560001		1.274480		2043.185905
1600.000211		37.910000		2.168966		2059.181157
1620.000066		36.919998		2.617097		2075.224266
1630.000045		47.450001		1.554809		2091.141710
1650.000008		54.790001		1.282373		2106.989335
1650.000181		43.070000		1.588952		2122.877859
1659.999942		59.720001		1.173095		2138.741445
1670.000202		40.750000		1.997783		2154.680830
1690.000222		37.099998		2.523887		2170.711971
1710.000101		45.330002		1.583015		2186.546636
1720.000035		37.380001		2.386852		2202.559824
1729.999986		48.279999		1.483967		2218.461311
1739.999919		43.639999		1.552525		2234.334872
1749.999853		60.320000		1.147127		2250.675186
1760.000107		39.419998		1.993067		2266.501873
1770.000021		48.080002		1.490437		2282.523040
1790.000049		38.369999		2.271609		2298.344250
1809.999997		48.889999		1.482904		2314.225790
1819.999931		55.240002		1.276403		2329.962718
1829.999865		38.790001		2.139970		2345.664737
1839.999783		36.950001		2.403267		2361.133381
1850.000070		49.709999		1.465647		2376.629950
1870.000091		39.750000		2.177175		2392.023795
1880.000076		50.160000		1.450489		2407.489446
1890.000143		39.849998		2.158183		2422.908894
1900.000032		56.220001		1.243353		2438.234920
1929.999714		59.680000		1.155258		2453.563936
1930.000215		40.750000		2.046816		2468.943818
1949.999734		54.020000		1.318090		2484.305748
1959.999952		49.619999		1.405410		2499.649770
1969.999886		45.509998		1.676199		2514.894013
1979.999957		54.320000		1.301109		2530.217047
1989.999906		40.880001		2.081567		2545.755505
2009.999927		38.340000		2.536353		2561.184255
2019.999872		59.130001		1.158477		2576.467395
2029.999947		43.480000		1.844291		2591.795415
2039.999881		52.430000		1.350870		2607.176294
