2		9.770000000000001
3		15.549999999999997
4		15.71
5		8.54
6		5.010000000000005
7		3.1299999999999955
8		1.3299999999999983
9		2.25
10		3.4000000000000057
11		0.28999999999999204
12		3.1300000000000097
13		0.8599999999999994
14		1.759999999999991
15		1.3900000000000006
16		0.9399999999999977
17		0.5
18		0.5900000000000034
19		0.20000000000000284
20		0.730000000000004
21		0.22999999999998977
22		0.36000000000001364
23		0.22999999999998977
24		0.25
25		0.4300000000000068
26		0.12999999999999545
27		0.28000000000000114
28		0.0799999999999983
29		0.21999999999999886
30		0.28000000000000114
31		0.07000000000000739
32		0.3399999999999892
33		0.21000000000000796
34		0.09000000000000341
35		-0.030000000000001137
36		0.29999999999999716
37		0.14000000000000057
38		0.18999999999999773
39		-0.07000000000000739
40		0.27000000000001023
41		0.12999999999999545
42		0.04999999999999716
43		0.2600000000000051
44		0.18999999999999773
45		0.07000000000000739
46		-0.060000000000002274
47		0.20000000000000284
48		0.10999999999999943
49		0.14999999999999147
50		-0.1599999999999966
51		0.14000000000000057
52		0.20000000000000284
53		-0.05000000000001137
54		0.1700000000000017
55		0.04000000000000625
56		0.06999999999999318
57		0.12000000000000455
58		0.04999999999999716
59		0.09000000000000341
60		-0.12999999999999545
61		0.1799999999999926
62		0.04000000000000625
63		0.01999999999999602
64		0.21000000000000796
65		-0.11000000000001364
66		0.25
67		-0.01999999999999602
68		0.10000000000000853
69		0.030000000000001137
70		0.009999999999990905
71		0.10000000000000853
72		0.11999999999999034
73		-0.14999999999999147
74		0.1700000000000017
75		0.04999999999999716
76		0.03999999999999204
77		0.18000000000000682
78		-0.0799999999999983
79		0.0799999999999983
80		-0.04000000000000625
81		0.07000000000000739
82		0.09999999999999432
83		-0.03999999999999204
84		0.01999999999999602
85		0.04999999999999716
86		0.01999999999999602
87		-0.060000000000002274
88		0.1700000000000017
89		0.05000000000001137
