(27.272773353331214, 10.649999618530273)
(40.909195181384554, 16.139999389648438)
(50.00001756292488, 22.75)
(59.09099630266929, 26.31999969482422)
(70.00000486774343, 28.700000762939453)
(75.4545073663422, 37.13999938964844)
(83.63646110039035, 40.86000061035156)
(89.99995718685426, 43.369998931884766)
(98.18175157593586, 45.369998931884766)
(107.27292372189777, 46.36000061035156)
(118.18189352323918, 47.02000045776367)
(128.18194192651592, 47.88999938964844)
(139.09096503796005, 49.060001373291016)
(145.45460576103284, 49.869998931884766)
(157.27291088850137, 51.599998474121094)
(166.36378286998314, 53.689998626708984)
(172.72739218513271, 55.720001220703125)
(181.81841484559644, 57.31999969482422)
(190.90921917407022, 58.72999954223633)
(200.90924810440197, 59.34000015258789)
(206.36372921394153, 60.810001373291016)
(215.45476988593575, 61.4900016784668)
(228.18206276669332, 62.41999816894531)
(236.36368418121825, 63.619998931884766)
(246.3637211194709, 64.44999694824219)
(254.54574128831743, 64.83000183105469)
(265.45462703462755, 65.68000030517578)
(272.72746644262406, 66.76000213623047)
(280.9094198099416, 67.12000274658203)
(290.000130277141, 67.91999816894531)
(299.09107153960963, 68.27999877929688)
(307.27309833156573, 68.72000122070312)
(317.27279669391623, 69.05999755859375)
(326.3637978885514, 69.4000015258789)
(333.6367768531899, 69.62000274658203)
(343.63645911667624, 69.75)
(357.2728809447296, 69.66000366210938)
(362.72732552610137, 69.86000061035156)
(370.0002094713472, 70.36000061035156)
(381.81835677826507, 70.47000122070312)
(390.9091056744214, 70.26000213623047)
(398.18202660392495, 71.08000183105469)
(405.4548620399275, 70.52999877929688)
(416.3636908753773, 71.0999984741211)
(425.45477343167767, 70.91000366210938)
(432.7273303938448, 71.2300033569336)
(442.7274372661946, 71.43000030517578)
(452.7273584867877, 71.37999725341797)
(460.9091863131141, 71.44000244140625)
(472.7273441919967, 71.9000015258789)
(481.8182571641096, 71.79000091552734)
(489.0910044834641, 71.95999908447266)
(496.3636291248651, 72.16000366210938)
(504.54550137370325, 72.0199966430664)
(514.5453542791716, 72.1500015258789)
(526.3637023412563, 72.45999908447266)
(537.2728178899214, 72.4000015258789)
(545.4545798197635, 72.66000366210938)
(553.6363760731189, 72.55000305175781)
(561.8183136082162, 72.80999755859375)
(570.909147518403, 72.68000030517578)
(578.1820473966688, 73.08000183105469)
(590.0002052755514, 72.95999908447266)
(596.3637324020532, 72.5199966430664)
(608.1817845055645, 73.02999877929688)
(618.1818329088412, 72.95999908447266)
(625.4545965227173, 73.19000244140625)
(634.545630063642, 73.44000244140625)
(640.9090771184349, 73.26000213623047)
(650.9092310639468, 73.37999725341797)
(660.9092794672235, 73.37999725341797)
(670.9093278705003, 73.20999908447266)
(679.9999425016484, 73.55999755859375)
(690.0000666668351, 73.7300033569336)
(700.0002707239097, 73.80000305175781)
(707.2730157558749, 73.61000061035156)
(716.3640045123624, 73.68000030517578)
(723.6365888869641, 74.01000213623047)
(731.8185504437761, 73.76000213623047)
(739.0908916109919, 73.97000122070312)
(753.6364133925257, 73.97000122070312)
(761.8183649613704, 73.86000061035156)
(769.090987848568, 74.04000091552734)
(781.8182807293256, 74.26000213623047)
(790.9093078147796, 74.06999969482422)
(797.2729127049388, 74.44000244140625)
(805.4548295963133, 74.4000015258789)
(811.818378665775, 74.30999755859375)
(822.7274934308301, 74.37999725341797)
(831.8184190515873, 74.48999786376953)
(842.7275103089975, 74.54000091552734)
(851.8184362842394, 74.62999725341797)
(859.0912440974502, 74.76000213623047)
(871.8182689492925, 74.4800033569336)
(879.0912844832625, 74.44000244140625)
(889.0910527877423, 74.72000122070312)
(893.6366765202989, 74.83999633789062)
(904.5455877336868, 74.44000244140625)
(914.5456991299898, 74.94999694824219)
(924.5456281194993, 74.9000015258789)
(932.7275419035124, 74.62999725341797)
(940.909361907952, 74.75)
(950.0002932561788, 74.93000030517578)
(960.9094354186411, 74.87999725341797)
(970.9093641071743, 74.91999816894531)
(980.0001479480878, 75.12999725341797)
(988.1820279416912, 75.08999633789062)
(993.6366083167679, 75.33000183105469)
(1004.5457919180723, 75.05999755859375)
(1014.5456791677634, 75.31999969482422)
(1021.8185154105073, 74.94000244140625)
(1032.7276566483754, 75.1500015258789)
(1040.9093576893874, 75.33999633789062)
(1050.0003713297765, 75.44000244140625)
(1060.0002167626835, 75.29000091552734)
(1067.2730362110117, 75.33000183105469)
(1079.0911940898943, 75.08999633789062)
(1087.2729147955304, 75.52999877929688)
(1092.7276159179476, 75.51000213623047)
(1102.727555626434, 75.5999984741211)
(1112.7274620471733, 75.5999984741211)
(1121.8183472183791, 75.58999633789062)
(1131.8185508298366, 75.68000030517578)
(1140.9093179664426, 75.54000091552734)
(1150.0004395218318, 75.66999816894531)
(1159.0910431207492, 75.70999908447266)
(1168.1820835070303, 75.27999877929688)
(1177.272932191291, 75.75)
(1187.272796036477, 75.95999908447266)
(1194.5458846989786, 75.83000183105469)
(1201.8183994496835, 75.98999786376953)
(1210.0005166745918, 75.83000183105469)
(1222.727470300679, 75.93000030517578)
(1231.8184956872597, 75.91999816894531)
(1240.0002971112724, 75.91999816894531)
(1249.0911488223032, 75.68000030517578)
(1260.0002999801957, 75.93000030517578)
(1268.1818476752462, 75.80000305175781)
(1277.2729068160256, 75.97000122070312)
(1287.2729552193023, 75.91999816894531)
(1296.3639712008915, 76.2300033569336)
(1301.818554343843, 76.11000061035156)
(1310.9094178408097, 76.0999984741211)
(1322.7276188808648, 76.12999725341797)
(1331.8184003964489, 76.33999633789062)
(1341.8184538811956, 76.16999816894531)
(1351.8182630603792, 76.08999633789062)
(1360.0002516875747, 76.44999694824219)
(1369.9999882146858, 76.3499984741211)
(1376.3638455735954, 76.3499984741211)
(1386.363893976872, 76.06999969482422)
(1395.4547119830204, 76.20999908447266)
(1403.6362965002545, 76.33000183105469)
(1413.636437137327, 76.51000213623047)
(1423.6363368860668, 76.48999786376953)
(1430.9092945779096, 76.37000274658203)
(1440.9091769901684, 76.18000030517578)
(1450.9089919219987, 76.20999908447266)
(1458.1817951621479, 76.58999633789062)
(1468.1820921367907, 76.38999938964844)
(1477.2728446015785, 76.29000091552734)
(1485.454568515479, 76.45999908447266)
(1495.4546169187556, 76.69000244140625)
(1506.3637874549877, 76.62000274658203)
(1513.636359122478, 76.73999786376953)
(1520.0002009305126, 76.38999938964844)
(1530.0002493337893, 76.58999633789062)
(1540.0000376441021, 76.62000274658203)
(1548.182056849782, 76.4800033569336)
(1558.1821052530586, 76.69000244140625)
(1568.182094299334, 76.38999938964844)
(1578.181767762769, 76.66999816894531)
(1589.090909000637, 76.75)
(1594.545793138433, 76.73999786376953)
(1603.6364307821707, 77.01000213623047)
(1610.9093009725582, 76.80000305175781)
(1620.000340390076, 76.91000366210938)
(1630.0003515319047, 76.7300033569336)
(1640.9089724485698, 76.66000366210938)
(1648.1821219779683, 76.81999969482422)
(1660.0002775439234, 76.79000091552734)
(1668.1820479208122, 77.08000183105469)
(1677.273114908026, 76.83999633789062)
(1687.2731633113026, 76.86000061035156)
(1695.4548212741433, 77.12999725341797)
(1702.7277952869158, 77.05999755859375)
(1709.0911935800075, 77.27999877929688)
(1722.7275946274747, 77.16999816894531)
(1729.0912457133659, 76.95999908447266)
(1740.0002664512901, 77.13999938964844)
(1749.0912731490987, 77.1500015258789)
(1756.3638890017519, 77.01000213623047)
(1768.1820468806345, 77.19000244140625)
(1778.1820952839112, 77.22000122070312)
(1785.4547784609977, 77.08999633789062)
(1793.6367272595244, 77.19999694824219)
(1803.636584423496, 77.04000091552734)
(1809.091241082505, 77.30000305175781)
(1820.000281922015, 77.19000244140625)
(1830.0002236381442, 77.08999633789062)
(1838.1822319724206, 77.36000061035156)
(1848.182105474917, 77.47000122070312)
(1860.9093995196163, 77.16000366210938)
(1869.0911763259126, 77.20999908447266)
(1876.363820051263, 77.12999725341797)
(1886.3638401604294, 77.33999633789062)
(1894.545621514366, 77.33000183105469)
(1903.6365326186494, 77.2300033569336)
(1910.9092524741118, 77.20999908447266)
(1920.9091964531663, 77.36000061035156)
(1929.0911178196052, 77.19000244140625)
(1939.0911662228818, 77.4000015258789)
(1949.0912146261585, 77.43000030517578)
(1960.9092794543965, 77.52999877929688)
(1968.1819832028186, 77.43000030517578)
(1976.3638196742847, 77.37999725341797)
(1983.6366470490075, 77.41000366210938)
(1990.9092083429446, 77.38999938964844)
(2002.7275134584327, 77.44999694824219)
(2010.909339531753, 77.44000244140625)
(2021.8183798678576, 77.5999984741211)
(2030.0002662649276, 77.7300033569336)
(2039.0910437023745, 77.48999786376953)
(2047.2729617727716, 77.44999694824219)
(2056.3637075368915, 77.33000183105469)
(2066.3638250450044, 77.69000244140625)
(2076.363873448281, 77.58000183105469)
(2086.3638654308165, 77.69999694824219)
(2093.6365372827977, 77.29000091552734)
(2103.6365856860743, 77.5)
(2110.0002366278, 77.56999969482422)
(2118.182145150683, 77.4800033569336)
(2129.0911329377177, 77.72000122070312)
(2139.0911304279834, 77.54000091552734)
(2148.182023204923, 77.75)
(2159.091170813796, 77.6500015258789)
(2166.363903781315, 77.54000091552734)
(2176.363821313842, 77.51000213623047)
(2182.7274617772537, 77.4800033569336)
(2190.909379533858, 77.7699966430664)
(2200.9093217587106, 77.69999694824219)
(2211.8183660557506, 77.83999633789062)
(2220.0001881681355, 77.73999786376953)
(2231.818406441563, 77.79000091552734)
(2239.0912194202992, 77.91000366210938)
(2246.3637984785996, 77.68000030517578)
(2255.4548690630704, 77.54000091552734)
(2267.272869329595, 77.69999694824219)
(2275.454909448883, 77.87000274658203)
(2284.545533164112, 78.0199966430664)
(2294.5456426829264, 77.83000183105469)
(2301.8184241061003, 77.91999816894531)
(2310.9092116857364, 77.80000305175781)
(2319.090965586961, 77.8499984741211)
(2327.2729713577432, 77.7699966430664)
(2338.181831996386, 77.61000061035156)
(2347.2730982698754, 77.75)
(2356.3638999154973, 77.97000122070312)
(2365.4547018756125, 77.7699966430664)
(2373.6366212528796, 77.79000091552734)
(2382.727535318074, 78.05999755859375)
(2391.8183803972365, 78.0199966430664)
(2402.727362528947, 77.87000274658203)
(2409.0911659947888, 77.69000244140625)
(2418.182058918861, 77.98999786376953)
(2426.3638128200855, 77.95999908447266)
(2437.2729540579535, 78.0999984741211)
(2446.363992451337, 78.18000030517578)
(2456.3639565804497, 77.8499984741211)
(2464.545795207512, 77.97000122070312)
(2473.6363713018636, 77.83999633789062)
(2481.818459042029, 77.94000244140625)
(2489.091003277477, 78.13999938964844)
(2499.091122876546, 78.04000091552734)
(2507.273151536446, 78.23999786376953)
(2519.0911632623584, 77.98999786376953)
(2526.3640179458716, 77.88999938964844)
(2536.364094389856, 78.0199966430664)
(2545.4548843552966, 78.0199966430664)
(2551.8185651975145, 78.18000030517578)
(2563.636608439505, 77.93000030517578)
(2570.909311697538, 77.93000030517578)
(2579.0913385508456, 78.1500015258789)
(2589.0913869541223, 77.97000122070312)
