17.347014		10.770000		2.286396		5.163220
26.530692		17.799999		2.257272		10.133712
31.020575		21.250000		2.243483		15.131066
35.714264		27.330000		2.222880		20.129720
42.857225		36.889999		2.197585		25.091042
46.734788		48.830002		2.168481		30.051299
51.224502		55.560001		2.142584		35.016438
53.061384		59.369999		2.122348		40.059557
59.387915		64.779999		2.081253		45.054810
63.061328		66.779999		2.041346		50.112243
66.938700		69.459999		1.980550		55.144721
70.612265		71.419998		1.916592		60.124236
73.061273		71.879997		1.867429		65.075631
77.755319		72.459999		1.789739		70.066109
81.632577		73.809998		1.672614		75.042936
84.081665		74.349998		1.589250		79.997488
87.755255		75.500000		1.484017		85.013101
91.428880		76.720001		1.371515		89.958826
94.081598		78.580002		1.261505		94.905518
99.591903		79.709999		1.143608		99.971102
101.632566		80.419998		1.046232		104.948809
105.306288		81.250000		0.970867		109.917450
109.591847		81.739998		0.914774		114.894520
115.306295		83.339996		0.851047		119.854388
119.591792		84.129997		0.796670		124.902870
124.489830		84.820000		0.733965		129.964288
129.591736		85.070000		0.701619		134.954952
133.265353		85.470001		0.658593		139.984989
137.347124		85.830002		0.620165		145.037481
140.816386		85.949997		0.587415		150.096977
146.938750		86.260002		0.560216		155.135128
148.775591		86.699997		0.542859		160.109873
153.877802		87.320000		0.512995		165.094792
158.367450		87.720001		0.493836		170.070491
163.265153		88.029999		0.474563		175.120407
164.285829		88.150002		0.463162		180.152819
170.816176		88.519997		0.445851		185.293096
174.693982		88.589996		0.433664		190.400406
177.346938		89.010002		0.420007		195.496714
181.632843		89.080002		0.409971		200.564567
184.693926		89.400002		0.399836		205.661874
188.571460		89.389999		0.390562		210.614649
194.081792		89.750000		0.382966		215.626386
197.143081		90.010002		0.371332		220.708704
201.632604		90.010002		0.364468		225.729671
204.285824		90.320000		0.353408		230.803632
207.755353		90.379997		0.348226		236.004089
212.040616		90.419998		0.341739		241.214530
218.775470		90.570000		0.336016		246.325717
220.612484		90.750000		0.331140		251.403164
225.306150		90.809998		0.326312		256.476077
232.449133		91.010002		0.322443		261.460805
235.306248		91.220001		0.316483		266.504141
237.959498		91.269997		0.311763		271.529368
243.673651		91.440002		0.307015		276.553836
246.326475		91.629997		0.301708		281.647007
250.816486		91.650002		0.298269		286.675957
255.306512		91.680000		0.294146		291.815204
258.163417		91.779999		0.291006		296.891739
264.489725		91.910004		0.286222		301.944184
267.346800		92.089996		0.282903		307.088997
271.224524		92.120003		0.279555		312.085506
275.510227		92.239998		0.275403		317.180109
280.204070		92.279999		0.272474		322.145455
282.041036		92.349998		0.269332		327.135118
288.367512		92.410004		0.266296		332.130009
290.204015		92.599998		0.262118		337.176166
293.877681		92.709999		0.257577		342.333333
299.795851		92.839996		0.255312		347.393017
303.877576		92.779999		0.253244		352.443575
306.734901		92.809998		0.251130		357.448221
312.244988		93.029999		0.247359		362.652998
314.285716		93.139999		0.243671		367.703842
318.979623		93.110001		0.242343		372.723308
