1		1		17.347000
2		2		13.265000
3		3		10.340000
4		4		8.929000
5		5		8.571000
6		6		7.789000
7		7		7.318000
8		8		6.633000
9		9		6.599000
10		10		6.306000
11		11		6.085000
12		12		5.884000
13		13		5.620000
14		14		5.554000
15		15		5.442000
16		16		5.255000
17		17		5.162000
18		18		5.079000
19		19		4.952000
20		20		4.980000
21		20		4.840000
22		20		4.787000
23		20		4.765000
24		20		4.804000
25		20		4.784000
26		20		4.788000
27		20		4.800000
28		20		4.759000
29		20		4.736000
30		20		4.694000
31		20		4.740000
32		20		4.649000
33		20		4.663000
34		20		4.658000
35		20		4.665000
36		20		4.564000
37		20		4.617000
38		21		4.597000
39		21		4.547000
40		22		4.541000
41		22		4.505000
42		22		4.490000
43		23		4.514000
44		24		4.481000
45		24		4.481000
46		24		4.441000
47		24		4.420000
48		24		4.418000
49		24		4.465000
50		24		4.412000
51		24		4.418000
52		24		4.470000
53		24		4.440000
54		24		4.407000
55		24		4.430000
56		24		4.399000
57		24		4.400000
58		24		4.402000
59		24		4.376000
60		24		4.408000
61		24		4.383000
62		24		4.375000
63		24		4.373000
64		24		4.378000
65		24		4.339000
66		24		4.369000
67		24		4.331000
68		24		4.322000
69		24		4.345000
70		24		4.341000
71		24		4.320000
72		24		4.337000
73		24		4.305000
74		24		4.311000
75		24		4.324000
76		24		4.318000
77		24		4.318000
78		24		4.286000
79		24		4.301000
80		24		4.304000
81		24		4.318000
82		24		4.291000
83		24		4.296000
84		24		4.295000
85		24		4.310000
86		24		4.283000
87		24		4.276000
88		24		4.269000
89		24		4.272000
90		24		4.277000
91		24		4.268000
92		24		4.270000
93		24		4.279000
94		24		4.279000
95		24		4.253000
96		24		4.228000
97		24		4.225000
98		24		4.273000
99		24		4.249000
100		24		4.233000
101		24		4.253000
102		24		4.240000
103		24		4.244000
104		24		4.254000
105		24		4.249000
106		24		4.238000
107		24		4.248000
108		24		4.242000
109		24		4.248000
110		24		4.250000
111		24		4.234000
112		24		4.247000
113		24		4.226000
114		24		4.214000
115		24		4.247000
116		24		4.219000
117		24		4.207000
118		24		4.239000
119		24		4.221000
120		24		4.216000
121		24		4.218000
122		24		4.220000
123		24		4.231000
124		24		4.228000
125		24		4.216000
126		24		4.203000
127		24		4.207000
128		24		4.209000
129		24		4.219000
130		24		4.229000
131		24		4.231000
132		24		4.213000
133		24		4.209000
134		24		4.199000
135		24		4.207000
136		24		4.197000
137		24		4.196000
138		24		4.196000
139		24		4.206000
140		24		4.214000
141		24		4.210000
142		24		4.201000
143		24		4.196000
144		24		4.199000
145		24		4.203000
146		24		4.186000
147		24		4.195000
148		24		4.197000
149		24		4.199000
150		24		4.190000
151		24		4.175000
152		24		4.166000
153		24		4.199000
154		24		4.194000
155		24		4.191000
156		24		4.188000
157		24		4.182000
158		24		4.188000
159		24		4.189000
160		24		4.184000
161		24		4.172000
162		24		4.169000
163		24		4.193000
164		24		4.190000
165		24		4.188000
166		24		4.192000
167		24		4.181000
168		24		4.172000
169		24		4.170000
170		24		4.173000
171		24		4.189000
172		24		4.177000
173		24		4.175000
174		24		4.173000
175		24		4.182000
176		24		4.171000
177		24		4.170000
178		24		4.175000
179		24		4.173000
180		24		4.162000
181		24		4.182000
182		24		4.169000
183		24		4.179000
184		24		4.168000
185		24		4.177000
186		24		4.168000
187		24		4.165000
188		24		4.167000
189		24		4.157000
190		24		4.168000
191		24		4.171000
192		24		4.161000
193		24		4.180000
194		24		4.177000
195		24		4.165000
196		24		4.161000
197		24		4.153000
198		24		4.152000
199		24		4.149000
200		24		4.164000
201		24		4.167000
202		24		4.164000
203		24		4.170000
204		24		4.173000
205		24		4.163000
206		24		4.171000
207		24		4.167000
208		24		4.167000
209		24		4.157000
210		24		4.167000
211		24		4.164000
212		24		4.162000
213		24		4.160000
214		24		4.167000
215		24		4.164000
216		24		4.160000
217		24		4.163000
