(10.000067302308462, 71.41999816894531)
(20.000087352340223, 87.91999816894531)
(20.000134604616925, 89.37999725341797)
(30.000021742223748, 90.44000244140625)
(30.000201906925387, 91.81999969482422)
(39.999900551167975, 91.81999969482422)
(40.00017470468045, 94.0999984741211)
(40.00026920923385, 94.38999938964844)
(50.00002256746197, 94.44999694824219)
(50.000336511542315, 94.91999816894531)
(60.00001812432858, 95.18000030517578)
(60.0000434844475, 95.6500015258789)
(60.00026205702068, 95.63999938964844)
(60.00040381385078, 96.04000091552734)
(69.99993402376037, 96.05000305175781)
(70.00047111615925, 96.41000366210938)
(79.99980110233597, 96.45999908447266)
(79.99992515907991, 96.68000030517578)
(80.00034940936092, 96.83000183105469)
(80.00053841846773, 96.83000183105469)
(89.99993457644266, 96.62000274658203)
(90.00006522667127, 96.94000244140625)
(90.00060572077618, 97.04000091552734)
(100.00003986108001, 97.19999694824219)
(100.00004513492395, 97.33999633789062)
(100.00043676170114, 97.41000366210938)
(100.00067302308464, 97.45999908447266)
(110.00074032539311, 97.47000122070312)
(119.99970165350395, 97.44999694824219)
(120.00003624865715, 97.0999984741211)
(120.000086968895, 97.58000183105469)
(120.00052411404135, 97.58000183105469)
(120.00080762770156, 97.5199966430664)
(130.00087493001, 97.55000305175781)
(139.99986804752072, 97.55000305175781)
(140.00061146638154, 97.61000061035156)
(140.00094223231844, 97.5999984741211)
(150.00006770238585, 97.61000061035156)
(150.00010871111868, 97.6500015258789)
(150.0010095346269, 97.68000030517578)
(159.99960220467185, 97.62999725341797)
(159.99985031815973, 97.62999725341797)
(160.00069881872173, 97.86000061035156)
(160.00107683693534, 97.80000305175781)
(170.0011441392438, 97.81999969482422)
(179.9998691528852, 97.6500015258789)
(180.00005437298563, 97.81999969482422)
(180.00013045334242, 97.77999877929688)
(180.00078617106195, 97.91000366210938)
(180.00121144155224, 97.9000015258789)
(190.0012787438607, 97.9000015258789)
(199.99950275583979, 97.72000122070312)
(200.00007972215988, 97.88999938964844)
(200.00009026984776, 97.94999694824219)
